物品id,名称,皮肤,类型,贵重,值,说明,,,,,,,,,,,,,,,,,,,,,,,,,,
32332,成长礼包三,lh5,60002,3,等级要求=2转15|物品=81384$1&197$50&567$1&543$1&32334$5&80042$99&32333$1,年度钜惠！#r#c00ffff仙玉卡50w*1#r#c00ffff亲密丹5000W#r#c00ffff孟极、去疾*1#r#c00ffff5级随机神兵*5#r#c00ffff1级神兵盒子*99,,,,,,,,,,,,,,,,,,,,,,,,,,
32333,成长礼包四,lh5,60002,3,等级要求=3转70|物品=32364$3&32334$1,年度钜惠！#r#c00ffff6阶仙器礼盒*3（绑定）,,,,,,,,,,,,,,,,,,,,,,,,,,
32334,随机5级神兵,sblh1,118,2,掉落=4008,随机5级神兵一件。,,,,,,,,,,,,,,,,,,,,,,,,,,
32335,神兽丹礼包,lb20,60002,2,物品=30050$50,速成神兽丹*50个！,,,,,,,,,,,,,,,,,,,,,,,,,,
32336,聚气丹礼包,lb21,60002,2,物品=32293$150,速成聚气丹*150个！,,,,,,,,,,,,,,,,,,,,,,,,,,
32337,亲密丹礼包,lb22,60002,2,物品=197$50,百万亲密丹*50个。,,,,,,,,,,,,,,,,,,,,,,,,,,
32338,超级藏宝图*20,312,60002,2,物品=80060$20,20个超级藏宝图#r#c00ffff可挖出绝版配饰、成品符石、5级神兵、神兽卡。,,,,,,,,,,,,,,,,,,,,,,,,,,
32339,聚魄丹随机包,sjjpd,118,2,掉落=4009,随机88-800个！,,,,,,,,,,,,,,,,,,,,,,,,,,
32340,珍爱版鎏金宝鉴,lh4,1000,2,543|567|568|569,#r#c00ffff孟极、龙兔、去疾、惜红衣#R随机出一个,,,,,,,,,,,,,,,,,,,,,,,,,,
32341,关怀礼包,lh6,60002,2,物品=90681$1&32340$1&32342$1,年度钜惠！#r#c00ffff月卡#r#c00ffff珍爱鎏金宝鉴#r#c00ffff打造礼包*1,,,,,,,,,,,,,,,,,,,,,,,,,,
32342,打造礼包,lh10,60002,2,物品=310$100&311$100&30014$100&897$1,#r#c00ffff六魂*100#r#c00ffff无量*100#r#c00ffff随机巫铸*100#r#c00ffff银票10亿,,,,,,,,,,,,,,,,,,,,,,,,,,
32343,终极修炼礼包,lh12,60002,2,物品=91009$200&91007$100,够修炼100次终极的数量。,,,,,,,,,,,,,,,,,,,,,,,,,,
32345,香火*50,xianghuo,60002,2,物品=90002$50,香火*50根。,,,,,,,,,,,,,,,,,,,,,,,,,,
32346,盲盒金钱,402,1001,0,金钱=50$500000000-1000000000&50$1000000001-2000000000,5~10亿,,,,,,,,,,,,,,,,,,,,,,,,,,
32347,盲盒仙玉,402,1001,0,仙玉=50$50000-100001&50$100002-200000,5~20万,,,,,,,,,,,,,,,,,,,,,,,,,,
32348,盲盒翻翻乐,FFBG00,118,0,掉落=4010,10~20个翻翻乐。,,,,,,,,,,,,,,,,,,,,,,,,,,
32349,一套抗落宝符石,bx0078,60002,2,物品=32350$1&32351$1&32352$1&32353$1&32354$1,一套符石,,,,,,,,,,,,,,,,,,,,,,,,,,
32350,青龙符石,qlfs,188,2,等级=5|活跃=1941|速度=401|抗落宝=8,,,,,,,,,,,,,,,,,,,,,,,,,,,
32351,朱雀符石,zqfs,188,2,等级=5|活跃=1511|速度=228|抗落宝=11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
32352,白虎符石,bhfs,188,2,等级=5|活跃=1138|速度=567|抗落宝=3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
32353,玄武符石,xwfs,188,2,等级=5|活跃=823|速度=861|抗落宝=19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
32354,麒麟符石,qlfss,188,2,等级=5|活跃=373|速度=1071|抗落宝=13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
32355,红日当空,2297,612,2,等级=7|等级要求=160|功绩需求=480|增加强克效果=16.3|附加攻击=7350|品质=1000/1000,出人兴藏礼义恭，言必忠良听入聪，心下了然俱洞澈，光明入日正当空。,,,,,,,,,,,,,,,,,,,,,,,,,,
32356,红日当空,2297,612,2,等级=7|等级要求=160|功绩需求=480|对召唤兽伤害=24.5|增加强克效果=16.3|品质=1000/1000|炼化属性&加强毒伤害=6.5&强毒伤=20.4&躲闪率=12.2&强力克木=24.5&特技=8042,出人兴藏礼义恭，言必忠良听入聪，心下了然俱洞澈，光明入日正当空。,,,,,,,,,,,,,,,,,,,,,,,,,,
32357,醉仙,7014,7004,2,阶数=6|装备角色=智圣仙|等级要求=160|灵性要求=500|忽视抗水=40.0|忽视抗风=65.0|强力克金=16.0|强力克土=16.0|强力克水=16.0|水系狂暴几率=18.0|基础攻击=3000|耐久=6000/6000|炼化属性&强力克木=27.1&特技=8013|炼器属性&5&忽视抗风=10.9&风系狂暴几率=23.1&加强风=11.1&强力克木=26.1&强力克水=17.6,醉仙一拂尘，恣意万般事，谈笑为苍生。,,,,,,,,,,,,,,,,,,,,,,,,,,
32358,九日连珠弓,6125,6500,0,等级=5|装备角色=木兰行 忘忧子|力量要求=200|加强霹雳效果=15.0|连击率=20.0|忽视防御几率=100.0|对无属性目标伤害=50.0|忽视防御程度=100.0|基础攻击=10000,传说中的神器，拥有斩妖除魔的神力，凡阴邪之物闻之丧胆。,,,,,,,,,,,,,,,,,,,,,,,,,,
32359,拍卖时间看描述,503,902,1,,周六水陆结束,,,,,,,,,,,,,,,,,,,,,,,,,,
32360,至臻聚魄丹包,lh5,60002,2,物品=772$10000,聚魄丹*1万个,,,,,,,,,,,,,,,,,,,,,,,,,,
32361,至臻契合丹,lh5,60002,2,物品=92357$50,契合丹*50个,,,,,,,,,,,,,,,,,,,,,,,,,,
32362,满品质宝石,lh5,60002,2,物品=32312$3,"满品质宝石*3,自己重铸自己要的即可。",,,,,,,,,,,,,,,,,,,,,,,,,,
32363,超级聚魄丹,806,2326,2,技能=云起潮生|技能等级=高级,灵兽仙不传之秘。将召唤兽精魄提炼，凝结封印，既成此丹。,,,,,,,,,,,,,,,,,,,,,,,,,,
32364,六阶仙器礼盒（绑定）,xqlh,7005,3,ID=7000 7001 7002 7003 7004 7005 7006 7007 7008 7009 7010 7011 7012 7013 7014 7015 7016 7017 7019 7021 7022|阶数=6,打开后获得一件仙器。,,,,,,,,,,,,,,,,,,,,,,,,,,
32365,心猿礼包,lj2022,60002,2,物品=80679$1&197$50&32390$50&66669$188,#Y心猿*1#r#Y亲密5000万#r#Y速成神兽丹*50（绑定）#r#Y灵犀丹*188（绑定）,,,,,,,,,,,,,,,,,,,,,,,,,,
32366,卧龙,sj_06,512,0,等级=6|装备部位=兽甲|等级需求=0转100级|敏捷=20|品质=100|通灵=6000|炼化属性&增加气血=1|觉醒技&1336&5.0&48450,仙家采集龙鳞炼制而成，栩栩如生，似乎真有一条龙卧再上头。#r #Y强化封印,,,,,,,,,,,,,,,,,,,,,,,,,,
32367,长生,sh_06,510,0,等级=6|装备部位=兽环|等级需求=0转100级|敏捷=20|品质=100|通灵=6000|炼化属性&增加气血=1|觉醒技&1336&5.0&48450,环中一道绿色漩涡，似乎可以吸收天地灵气。#r #Y强化封印,,,,,,,,,,,,,,,,,,,,,,,,,,
32368,落霞,sl_06,511,0,等级=6|装备部位=兽铃|等级需求=0转100级|敏捷=20|品质=100|通灵=6000|炼化属性&增加气血=1|觉醒技&1336&5.0&48450,夕阳余晖落在铃铛上，呈现出非常好看的彩晕。#r #Y强化封印,,,,,,,,,,,,,,,,,,,,,,,,,,
32369,强化封印5.0觉醒,60002,60002,2,物品=32366$1&32367$1&32368$1,一套强化封印,,,,,,,,,,,,,,,,,,,,,,,,,,
32370,面值368,yb500,935,2,充值=368,使用后获得累计充值#r #r#Y右键使用，礼包中心查看#r#Y使用后重新上线即可显示对应#RVIP等级#Y以及#R充值金额,,,,,,,,,,,,,,,,,,,,,,,,,,
32371,成长礼包,lh5,60002,2,物品=32330$1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32373,龙小侠,235,502,2,200200,龙小侠。,,,,,,,,,,,,,,,,,,,,,,,,,,
32374,灵犀丹袋,lxd,60002,2,物品=66669$188,灵犀丹*188个。,,,,,,,,,,,,,,,,,,,,,,,,,,
32375,多情环,6120,6500,0,等级=6|装备角色=媚灵狐|力量要求=240|连击率=60.0|附加震慑攻击=60.0|对无属性目标伤害=60.0|基础攻击=12000,谁家子弟谁多情，无计悔多情。,,,,,,,,,,,,,,,,,,,,,,,,,,
32376,五叶,b100,502,1,200201,五叶。,,,,,,,,,,,,,,,,,,,,,,,,,,
32377,推广礼包,sclb,60001,1,物品=32364$1&32342$1,为本服推广玩家特此送上此礼物。,,,,,,,,,,,,,,,,,,,,,,,,,,
32378,面值200,yb500,935,3,充值=200,使用后获得累计充值#r #r#Y右键使用，礼包中心查看#r#Y使用后重新上线即可显示对应#RVIP等级#Y以及#R充值金额,,,,,,,,,,,,,,,,,,,,,,,,,,
32379,超级聚魄丹,806,2326,1,技能=风火燎原|技能等级=高级,灵兽仙不传之秘。将召唤兽精魄提炼，凝结封印，既成此丹。,,,,,,,,,,,,,,,,,,,,,,,,,,
32380,新手福利礼包1,60002,60002,1,等级要求=2转30|物品=896$1&32379$1&32381$1,银两5亿、克火*1,,,,,,,,,,,,,,,,,,,,,,,,,,
32381,新手福利礼包2,60002,60002,1,等级要求=3转100|物品=32342$1&896$2,打造礼包*1，DHB10亿,,,,,,,,,,,,,,,,,,,,,,,,,,
32382,奇异石,770,770,1,等级=8,取日月之精华，淬炼而成之神石#r #r#Y使用5级宝石鉴定,,,,,,,,,,,,,,,,,,,,,,,,,,
32383,久雨初晴*5,2291,60002,2,物品=80061$5,当春久雨喜初晴，玉兔金乌渐渐明，旧事已成心事遂，看看一跳入蓬瀛。#r#Y护身符*5个,,,,,,,,,,,,,,,,,,,,,,,,,,
90006,香火II,xianghuo,909,2,,携此香火在长安和洛阳庙祝处供奉，可得与神明庇佑。#r#c00ffff可祈福装备第二个特技，装备拥有双特技时，祈福特技会清空特技重新获得一特技，祈福二特技则不受影响！,,,,,,,,,,,,,,,,,,,,,,,,,,
32384,10万仙玉卡,236,888,2,点=100000,打开可获得10W仙玉#r#c00ffff可以交易给自己的其他号买套装用，特意加了几张绑定的方便5开党。,,,,,,,,,,,,,,,,,,,,,,,,,,
32385,积分+100,yb500,935,3,充值=100,使用后获得积分#r #r#Y右键使用,,,,,,,,,,,,,,,,,,,,,,,,,,
32386,震天戟,6104,6500,0,等级=6|装备角色=虎头怪 逆天魔 巨魔王 绝影魔|力量要求=240|连击率=60.0|附加震慑攻击=60.0|对无属性目标伤害=60.0|基础攻击=12000,托塔李天王手中宝塔化成的神兵，拥有镇妖除魔的神力，威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
32387,乘黄,b202,502,2,200202,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用后可以获得乘黄！,,,,,,,,,,,,,,,,,,,,,,,,,,
32388,问号书,732,503,3,几率=100|五行技能=3034,使用终极技能修炼丹提升修炼进度，修炼完成后可以获得一个随机的终极技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
32389,200环通行证,217aa,2070,1,,跑200环必须物品，每日月卡礼包可领取。,,,,,,,,,,,,,,,,,,,,,,,,,,
32390,速成神兽丹,202,2040,3,经验=9999999999,天界用来培养灵兽的神奇丹药。#r #r#Y可以为召唤兽增加99亿经验,,,,,,,,,,,,,,,,,,,,,,,,,,
32391,灵犀丹,lxd,119,3,几率=33,蕴含大量灵犀之力的丹药，召唤兽使用后有几率可以开启灵犀技能栏。,,,,,,,,,,,,,,,,,,,,,,,,,,
32392,狐小妖礼包,lj2022,60002,2,物品=81299$1&197$50&32390$50&66669$188,#Y狐小妖*1#r#Y亲密5000万#r#Y速成神兽丹*50（绑定）#r#Y灵犀丹*188（绑定）,,,,,,,,,,,,,,,,,,,,,,,,,,
32393,夜皎,4015,603,2,等级=16|等级要求=140|巫铸属性&忽视抗混=1.1|炼化属性&忽视抗混=2.0,落花生芳春，孤月皎清夜。,,,,,,,,,,,,,,,,,,,,,,,,,,
32394,赤焰石,746,746,2,等级=10|加强火=29.4|价值=119,镶嵌部位：武器,,,,,,,,,,,,,,,,,,,,,,,,,,
32395,赤焰石,746,746,2,等级=10|加强火=29.4|价值=118,镶嵌部位：武器,,,,,,,,,,,,,,,,,,,,,,,,,,
32396,赤焰石,746,746,2,等级=10|加强火=29.4|价值=117,镶嵌部位：武器,,,,,,,,,,,,,,,,,,,,,,,,,,
32397,赤焰石,746,746,2,等级=10|加强火=29.4|价值=116,镶嵌部位：武器,,,,,,,,,,,,,,,,,,,,,,,,,,
32398,一大捆高级香火,xianghuo,60002,2,物品=90006$6000,6000根高级香火#r#R只能拿来祈福第二个装备特技。,,,,,,,,,,,,,,,,,,,,,,,,,,
32399,符石材料,qlfss,1881,0,,#R洗5级符石专用！,,,,,,,,,,,,,,,,,,,,,,,,,,
32400,真·龙凤石,724,714,3,物理吸收率=30|抗鬼火=30,"环绕着龙凤志气的神石。#r #r#Y指定：物理吸收率=30|抗鬼火=30,直接炼妖使用。",,,,,,,,,,,,,,,,,,,,,,,,,,
32401,真·龙凤石,724,714,3,抗混乱=30|抗遗忘=30,"环绕着龙凤志气的神石。#r #r#Y指定：抗混乱=30|抗遗忘=30,直接炼妖使用。",,,,,,,,,,,,,,,,,,,,,,,,,,
32402,真·龙凤石,724,714,3,抗混乱=30|抗封印=30,"环绕着龙凤志气的神石。#r #r#Y指定：抗混乱=30|抗封印=30,直接炼妖使用。",,,,,,,,,,,,,,,,,,,,,,,,,,
32403,真·龙凤石,724,714,3,抗混乱=30|抗鬼火=30,"环绕着龙凤志气的神石。#r #r#Y指定：抗混乱=30|抗鬼火=30,直接炼妖使用。",,,,,,,,,,,,,,,,,,,,,,,,,,
32404,超级·六脉化神丸,226,493,1,1440,[制药业产品]#r【功效】在战斗结束后自动补充人物气血值。药品持续1天消失。#r【备注】战斗外使用#r【备注】可叠加,,,,,,,,,,,,,,,,,,,,,,,,,,
32405,超级·玉枢返虚丸,227,492,1,1440,[制药业产品]#r【功效】在战斗结束后自动补充人物法力值。药品持续1天消失。#r【备注】战斗外使用#r【备注】可叠加,,,,,,,,,,,,,,,,,,,,,,,,,,
32406,终极修炼合成丹(绑),735,2423,3,修炼值=500,灵兽大将收集的仙丹，可以用于召唤兽终极技能的修炼。#r【功效】对召唤兽使用+500修炼度#r【获得途径】通过兑换功能用修炼丹合成而来。 #r#R化无修炼的概率比较低，忘玩家量力而行！,,,,,,,,,,,,,,,,,,,,,,,,,,
32407,速成神兽丹(绑),202,2040,3,经验=9999999999,天界用来培养灵兽的神奇丹药。#r #r#Y可以为召唤兽增加99亿经验,,,,,,,,,,,,,,,,,,,,,,,,,,
32408,速成凝精聚气丹(绑),njjqd,20400,3,经验=6666666666,炼气者的至宝，能增强召唤兽内丹的能力。,,,,,,,,,,,,,,,,,,,,,,,,,,
32409,秘制亲密丹(绑),742,715,3,亲密=1000000,南极仙翁采用多味罕见仙药精炼而成的灵丹，召唤兽使用后会产生一定的亲密度。#r #r#Y增加召唤兽10000000点,,,,,,,,,,,,,,,,,,,,,,,,,,
32410,登堂入室礼包(绑),91a,60002,3,物品=81299$1&32409$100&32407$200&32391$300&900$4&32364$1,狐小妖*1#r亲密*100#r速成神兽丹*200#r灵犀丹*300#r六阶*1#r银票*200亿,,,,,,,,,,,,,,,,,,,,,,,,,,
32411,炉火纯青礼包(绑),92a,60002,3,物品=80679$1&32409$100&32407$200&32391$300&900$4&32364$1,心猿*1#r亲密*100#r速成神兽丹*200#r灵犀丹*300#r六阶*1#r银票*200亿,,,,,,,,,,,,,,,,,,,,,,,,,,
32412,转区币50,402,999,3,转区币=50,转区币50#r#R转区玩家禁止售卖物品牟利，如有发现买卖双封绝不姑息。,,,,,,,,,,,,,,,,,,,,,,,,,,
32413,转区币100,402,999,3,转区币=100,转区币100#r#R转区玩家禁止售卖物品牟利，如有发现买卖双封绝不姑息。,,,,,,,,,,,,,,,,,,,,,,,,,,
32414,转区币500,402,999,3,转区币=500,转区币500#r#R转区玩家禁止售卖物品牟利，如有发现买卖双封绝不姑息。,,,,,,,,,,,,,,,,,,,,,,,,,,
32415,转区币1000,402,999,3,转区币=1000,转区币1000#r#R转区玩家禁止售卖物品牟利，如有发现买卖双封绝不姑息。,,,,,,,,,,,,,,,,,,,,,,,,,,
32416,转区币5000,402,999,3,转区币=5000,转区币5000#r#R转区玩家禁止售卖物品牟利，如有发现买卖双封绝不姑息。,,,,,,,,,,,,,,,,,,,,,,,,,,
32417,灵犀丹袋(绑),lxd,60002,3,物品=32391$188,灵犀丹*188个。,,,,,,,,,,,,,,,,,,,,,,,,,,
32418,神兽丹礼包(绑),lb20,60002,3,物品=32407$50,速成神兽丹*50个！,,,,,,,,,,,,,,,,,,,,,,,,,,
32419,聚气丹礼包(绑),lb21,60002,3,物品=32408$150,速成聚气丹*150个！,,,,,,,,,,,,,,,,,,,,,,,,,,
32420,亲密丹礼包(绑),lb22,60002,3,物品=32409$50,百万亲密丹*50个。,,,,,,,,,,,,,,,,,,,,,,,,,,
32421,面值128,yb500,935,3,充值=128,使用后获得累计充值#r #r#Y右键使用，礼包中心查看#r#Y使用后重新上线即可显示对应#RVIP等级#Y以及#R充值金额,,,,,,,,,,,,,,,,,,,,,,,,,,
32422,面值1288,yb500,935,3,充值=1288,使用后获得累计充值#r #r#Y右键使用，礼包中心查看#r#Y使用后重新上线即可显示对应#RVIP等级#Y以及#R充值金额,,,,,,,,,,,,,,,,,,,,,,,,,,
32423,终极修炼礼包(绑),lh12,60002,3,物品=32406$200&91007$100,200个合成，没有重修丹！,,,,,,,,,,,,,,,,,,,,,,,,,,
32424,一套落宝符石(兑换),bx0078,905,2,,兑换里面兑换。,,,,,,,,,,,,,,,,,,,,,,,,,,
32425,一套攻击符石(兑换),bx0078,905,2,,兑换里面兑换。,,,,,,,,,,,,,,,,,,,,,,,,,,
32426,一大捆香火(兑换),xianghuo,905,2,,兑换里面兑换。,,,,,,,,,,,,,,,,,,,,,,,,,,
32427,一大捆高级香火(兑换),xianghuo,905,2,,兑换里面兑换。,,,,,,,,,,,,,,,,,,,,,,,,,,
32428,伴妖草,253,2525,1,战斗=653,右键进入挑战，可获得大量奖励。注意：需要3转100级并且有点装备，不然杀不过浪费了。,,,,,,,,,,,,,,,,,,,,,,,,,,
32429,端午礼包,91a,60002,3,物品=81382$1&90000003$1,各位玩家端午安康。#23,,,,,,,,,,,,,,,,,,,,,,,,,,
32430,避水珠,484,118,3,掉落=4011,右键使用释放龙宫怪物。【怪物会被释放到龙宫】,,,,,,,,,,,,,,,,,,,,,,,,,,
32431,1-3级星魂随机,xpwjd,1000,2,51000|51001|51002|51003|51004|51005|51006|51007|51008|51009|51010|51011|51012|51013|51014|51015|51016|51017,等级1-3随机星魂,,,,,,,,,,,,,,,,,,,,,,,,,,
32432,4-6级星魂随机,xpwjd,1000,2,51018|51019|51020|51021|51022|51023|51024|51025|51026|51027|51028|51029|51030|51031|51032|51033|51034|51035,等级4-6随机星魂,,,,,,,,,,,,,,,,,,,,,,,,,,
32433,翻翻乐,FFBG00,2254,2,,"据说可以带来欢乐和好运的九宫格。#r【使用方法】右键点击开启#r【道具来源】NPC购买#r【玩法说明】9次机会,第一次免费，从第二次开始翻倍递增扣除费用。",,,,,,,,,,,,,,,,,,,,,,,,,,
32434,门派大弟子,sclb,118,3,掉落=4012,,,,,,,,,,,,,,,,,,,,,,,,,,,
32435,天梯赛季榜首,sclb,118,3,掉落=4013,,,,,,,,,,,,,,,,,,,,,,,,,,,
32436,天梯赛季达人,sclb,118,3,掉落=4014,,,,,,,,,,,,,,,,,,,,,,,,,,,
32437,精英玩家,sclb,118,3,掉落=4015,,,,,,,,,,,,,,,,,,,,,,,,,,,
32438,单挑王,sclb,118,3,掉落=4016,,,,,,,,,,,,,,,,,,,,,,,,,,,
32439,风熊礼包,lj2022,60002,2,物品=32440$1&197$50&32390$50&66669$188,#Y风熊*1#r#Y亲密5000万#r#Y速成神兽丹*50（绑定）#r#Y灵犀丹*188（绑定）,,,,,,,,,,,,,,,,,,,,,,,,,,
32440,风熊,235,502,2,999,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14586,守护石,shs,2255,0,,龙雀遗骸，化为山陵。采石铭文，取窍融灵，以强守护之力。镶入守护槽后，可以增强坐骑能力。,,,,,,,,,,,,,,,,,,,,,,,,,,
14587,灵元晶,lyj,2258,0,,坐骑守护升级材料。,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90722,卧龙,sj_06,512,0,等级=6|装备部位=兽甲|等级需求=0转100级|敏捷=20|品质=100|通灵=6000|炼化属性&增加气血=1|觉醒技&1300&5.0&48450,仙家采集龙鳞炼制而成，栩栩如生，似乎真有一条龙卧再上头。#r #Y大圣附身,,,,,,,,,,,,,,,,,,,,,,,,,,
90723,长生,sh_06,510,0,等级=6|装备部位=兽环|等级需求=0转100级|敏捷=20|品质=100|通灵=6000|炼化属性&增加气血=1|觉醒技&1300&5.0&48450,环中一道绿色漩涡，似乎可以吸收天地灵气。#r #Y大圣附身,,,,,,,,,,,,,,,,,,,,,,,,,,
90724,落霞,sl_06,511,0,等级=6|装备部位=兽铃|等级需求=0转100级|敏捷=20|品质=100|通灵=6000|炼化属性&增加气血=1|觉醒技&1300&5.0&48450,夕阳余晖落在铃铛上，呈现出非常好看的彩晕。#r #Y大圣附身,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93200,定制六阶★魅影,7005,7003,2,阶数=6|抗混乱=9|抗遗忘=9|速度=780,遁隐无踪，形同鬼魅，让人捉摸不定。,,,,,,,,,,,,,,,,,,,,,,,,,,
93201,定制六阶★魅影,7005,7003,2,阶数=6|等级要求=100|力量要求=550|攻击=9750|命中率=45|致命率=42|狂暴率=48|连击率=42|速度=225,遁隐无踪，形同鬼魅，让人捉摸不定。,,,,,,,,,,,,,,,,,,,,,,,,,,
93202,定制六阶★魅影,7005,7003,2,阶数=6|等级要求=100|力量要求=550|攻击=9750|命中率=45|致命率=42|狂暴率=48|连击率=42|连击次数=5|速度=225,遁隐无踪，形同鬼魅，让人捉摸不定。,,,,,,,,,,,,,,,,,,,,,,,,,,
93203,定制六阶★轩辕,7000,7000,2,阶数=6|敏捷=144|抗风=25|抗雷=25|抗水=25|抗火=25|抗封印=54|抗混乱=54|抗昏睡=54|抗遗忘=54|抗鬼火=25|加强震慑=12|加强魔法=18,三皇五帝，八荒六合，轩辕一出，四方降服。,,,,,,,,,,,,,,,,,,,,,,,,,,
93204,定制六阶★舞雪,7001,7000,2,阶数=6|敏捷=144|抗风=25|抗雷=25|抗水=25|抗火=25|抗封印=54|抗混乱=54|抗昏睡=54|抗遗忘=54|抗鬼火=25|加强震慑=12|加强魔法=18,回风舞雪，孰真孰幻？天上人间，绝尘已远。,,,,,,,,,,,,,,,,,,,,,,,,,,
93205,定制六阶★苍幕,7011,7004,2,阶数=6|强力克火=36|强力克水=36|加强震慑=45|加强防御法术效果=45|加强攻击法术效果=45|速度=72|根骨=72,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
93206,定制六阶★红尘,7007,7004,2,阶数=6|装备角色=媚灵狐 混天魔 英女侠 俏千金 巨魔王 骨精灵 夺命妖 小蛮妖 祭剑魂 绝影魔|等级要求=100|根骨需求=500|强力克水=36|强力克木=36|加强震慑=45|加强速度法术效果=45|加强攻击法术效果=45|速度=72|根骨=72,,,,,,,,,,,,,,,,,,,,,,,,,,,
93207,定制六阶★红尘,7007,7004,2,阶数=6|装备角色=媚灵狐 混天魔 英女侠 俏千金 巨魔王 骨精灵 夺命妖 小蛮妖 祭剑魂 绝影魔|等级要求=100|力量要求=500|强力克金=36|强力克水=36|攻击=36000|忽视防御几率=165|忽视防御程度=165|致命率=72|狂暴率=72|连击率=63|反击率=63|连击次数=4|命中率=63|加强攻击=90|附加震慑攻击=30,刀在手，问天与地。红尘灭，物是人非。,,,,,,,,,,,,,,,,,,,,,,,,,,
93208,定制六阶★红尘,7007,7004,2,阶数=6|强力克火=36|强力克水=36|加强震慑=45|加强防御法术效果=45|加强攻击法术效果=45|速度=72|根骨=72,刀在手，问天与地。红尘灭，物是人非。,,,,,,,,,,,,,,,,,,,,,,,,,,
93209,定制六阶★傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将|等级要求=100|根骨需求=500|强力克水=36|强力克木=36|加强震慑=45|加强速度法术效果=45|加强攻击法术效果=45|速度=72|根骨=72,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
93210,定制六阶★傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将|等级要求=100|力量要求=500|强力克金=36|强力克水=36|攻击=36000|忽视防御几率=165|忽视防御程度=165|致命率=72|狂暴率=72|连击率=63|反击率=63|连击次数=4|命中率=63|加强攻击=90|附加震慑攻击=30,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
93211,定制六阶★傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将|等级要求=100|根骨需求=500|强力克火=36|强力克水=36|加强震慑=45|加强防御法术效果=45|加强攻击法术效果=45|速度=72|根骨=72,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
93212,定制六阶★问冥,7017,7004,2,阶数=6|装备角色=夺命妖 无崖子|等级要求=100|力量要求=500|强力克金=36|强力克水=36|攻击=65000|忽视防御几率=165|忽视防御程度=165|致命率=72|狂暴率=72|连击率=63|反击率=63|连击次数=4|命中率=63|加强攻击=90|附加震慑攻击=30,问冥冥，何处天意。招魂魄，管他生死。,,,,,,,,,,,,,,,,,,,,,,,,,,
93213,定制六阶★问冥,7017,7004,2,阶数=6|加强震慑=45|加强攻击法术效果=45|加强速度法术效果=45|速度=72|根骨=72,问冥冥，何处天意。招魂魄，管他生死。,,,,,,,,,,,,,,,,,,,,,,,,,,
93214,定制六阶★暗夜,7013,7004,2,阶数=6|强力克火=36|强力克水=36|加强震慑=45|加强防御法术效果=45|加强攻击法术效果=45|根骨=72|敏捷=72,索魂勾命，暗夜无声，无正无邪，随心所致。,,,,,,,,,,,,,,,,,,,,,,,,,,
93215,定制六阶★暗夜,7013,7004,2,阶数=6|装备角色=飞燕女 小蛮妖 墨衣行|等级要求=100|力量要求=500|强力克金=36|强力克水=36|攻击=65000|忽视防御几率=165|忽视防御程度=165|致命率=72|狂暴率=72|连击率=63|反击率=63|连击次数=4|命中率=63|加强攻击=90|附加震慑攻击=30,索魂勾命，暗夜无声，无正无邪，随心所致。,,,,,,,,,,,,,,,,,,,,,,,,,,
93216,定制六阶★倾城,7010,7004,2,阶数=6|加强震慑=30|强力克木=36|强力克土=36|加强防御法术效果=45|加强攻击法术效果=45|根骨=72|敏捷=72,倾国之容，乱世之颜。倾城一笑，魂飞魄散。,,,,,,,,,,,,,,,,,,,,,,,,,,
93217,定制六阶★倾城,7010,7004,2,阶数=6|装备角色=龙战将 狐美人 九尾狐 霜月灵|等级要求=100|力量要求=500|强力克金=36|强力克水=36|攻击=65000|忽视防御几率=165|忽视防御程度=165|致命率=72|狂暴率=72|连击率=63|反击率=63|连击次数=4|命中率=63|加强攻击=90|附震慑攻击=30,倾国之容，乱世之颜。倾城一笑，魂飞魄散。,,,,,,,,,,,,,,,,,,,,,,,,,,
